,id,response
0,491848,1
1,17754,1
2,221952,1
3,207578,0
4,249560,1
5,259333,1
6,366857,0
7,283139,1
8,533506,0
9,483411,0
10,258997,1
11,344611,1
12,21835,1
13,229516,1
14,276266,1
15,137962,1
16,476354,0
17,23944,1
18,20626,1
19,553169,1
20,257602,1
21,271927,1
22,223494,1
23,262971,1
24,503833,0
25,270927,1
26,249109,1
27,59830,0
28,217243,1
29,468008,0
30,513663,1
31,92011,0
32,260429,1
33,608821,0
34,262722,1
35,249651,1
36,378353,1
37,375927,1
38,266152,1
39,226382,1
40,18269,1
41,227093,1
42,254722,1
43,230631,0
44,235004,0
45,274396,1
46,486327,1
47,259488,1
48,73768,0
49,270660,1
50,213772,1
51,53979,1
52,488887,1
53,554151,0
54,223991,1
55,515906,1
56,254888,1
57,468444,0
58,492355,1
59,399987,0
60,214305,1
61,607046,0
62,275659,1
63,526173,0
64,137975,0
65,277720,1
66,370500,0
67,603,0
68,257649,1
69,570241,0
70,475412,0
71,22502,1
72,101392,1
73,476356,0
74,226798,1
75,250522,1
76,339544,0
77,218124,1
78,264266,1
79,375190,0
80,598889,0
81,493953,1
82,313177,0
83,586822,0
84,259899,1
85,278280,1
86,139927,1
87,486202,0
88,253590,1
89,334013,0
90,216424,1
91,276261,1
92,494419,1
93,287097,0
94,261063,1
95,253643,1
96,222455,1
97,586761,0
98,515720,1
99,18121,1
100,261161,1
101,17751,1
102,361324,1
103,322005,1
104,360320,1
105,336875,1
106,248716,1
107,627,1
108,487225,1
109,257324,1
110,307967,0
111,267201,0
112,497355,1
113,483634,1
114,478115,0
115,247471,1
116,395251,0
117,504339,0
118,68243,0
119,605668,0
120,260112,1
121,494351,1
122,249665,1
123,488444,1
124,285902,0
125,515045,0
126,494265,1
127,478621,0
128,108493,0
129,76260,1
130,217543,1
131,485062,0
132,451542,0
133,248400,1
134,2677,1
135,275383,0
136,266195,1
137,23521,1
138,494537,1
139,250654,1
140,127076,0
141,278066,1
142,93853,1
143,249374,1
144,123770,0
145,294199,0
146,216590,1
147,50597,0
148,100220,0
149,414453,0
150,231818,1
151,249450,1
152,271540,1
153,23305,1
154,50574,0
155,275243,1
156,403137,0
157,256349,1
158,229446,1
159,270197,1
160,245953,0
161,98505,1
162,425830,1
163,162627,0
164,260743,1
165,276284,1
166,21283,1
167,493811,1
168,89153,0
169,274181,1
170,18504,1
171,206749,0
172,57612,1
173,518991,1
174,488720,1
175,348612,1
176,276780,1
177,278288,1
178,69514,1
179,491248,1
180,494532,1
181,327460,0
182,251523,1
183,253755,1
184,71263,0
185,599052,0
186,258156,1
187,275787,1
188,603060,0
189,213588,1
190,20225,1
191,513195,0
192,212740,1
193,33293,0
194,149117,1
195,293384,0
196,259526,1
197,394728,1
198,487851,0
199,67306,0
200,241281,0
201,481998,0
202,108834,1
203,252165,1
204,21772,1
205,262879,1
206,366652,0
207,248485,1
208,439271,0
209,605989,0
210,20367,1
211,13649,1
212,264226,1
213,412026,1
214,21046,1
215,389932,0
216,327254,1
217,274271,1
218,345155,1
219,582153,0
220,503121,1
221,166623,1
222,332942,0
223,67468,0
224,22828,1
225,266119,1
226,23743,1
227,221895,1
228,472996,1
229,264021,1
230,404602,0
231,479988,1
232,354770,0
233,214483,1
234,227561,1
235,461225,0
236,218194,1
237,277816,1
238,611411,0
239,2634,0
240,272374,0
241,535819,0
242,217221,1
243,507038,1
244,503895,1
245,382274,1
246,21580,1
247,252015,1
248,289919,0
249,287231,0
250,256366,1
251,362027,0
252,3453,1
253,270975,1
254,574373,0
255,216466,1
256,5546,1
257,190962,0
258,269917,1
259,362284,0
260,217469,1
261,331016,0
262,542363,0
263,272506,0
264,392695,1
265,2625,1
266,99101,0
267,55575,1
268,270119,1
269,22650,1
270,225644,1
271,260863,1
272,257686,1
273,264395,1
274,291398,1
275,342082,1
276,293564,1
277,223485,1
278,255018,1
279,260826,1
280,249998,1
281,548928,0
282,278099,1
283,494069,1
284,270938,1
285,225496,1
286,355990,1
287,260920,1
288,273027,1
289,225484,1
290,537643,1
291,361233,1
292,356131,0
293,109581,0
294,264480,1
295,260828,1
296,31922,0
297,263416,1
298,494238,1
299,212050,0
300,488874,1
301,72226,1
302,253040,1
303,19273,1
304,128571,0
305,15504,1
306,505223,0
307,225940,1
308,67280,0
309,277418,1
310,321523,1
311,19687,1
312,251496,1
313,263245,1
314,45946,0
315,227323,1
316,565454,0
317,422549,1
318,9959,1
319,183217,1
320,586049,0
321,264912,1
322,234107,1
323,316636,1
324,248099,0
325,367138,1
326,449504,0
327,45769,1
328,494379,1
329,466013,0
330,243227,0
331,494324,1
332,316089,0
333,218221,1
334,36031,0
335,542025,1
336,443973,0
337,218586,1
338,329880,1
339,276790,1
340,345965,0
341,267361,1
342,257695,1
343,263317,1
344,264452,1
345,492238,1
346,218032,1
347,565197,1
348,400924,0
349,223664,1
350,253089,1
351,249278,1
352,214265,1
353,96270,1
354,583741,0
355,410528,0
356,271907,1
357,559498,0
358,276041,1
359,129747,1
360,248905,1
361,265419,0
362,254795,1
363,250937,1
364,335002,0
365,488561,0
366,570277,1
367,212711,1
368,30643,0
369,493829,1
370,87891,1
371,375562,1
372,609946,0
373,577853,0
374,421367,0
375,259406,1
376,257106,1
377,271606,1
378,76044,1
379,226106,1
380,263072,1
381,69418,0
382,267292,1
383,500997,1
384,266377,1
385,322917,1
386,492272,1
387,443952,0
388,277615,1
389,214711,1
390,229835,1
391,248380,1
392,244410,0
393,350778,1
394,264463,1
395,315309,0
396,450057,1
397,303454,1
398,216771,1
399,230900,1
400,344912,1
401,554161,1
402,145847,1
403,494180,1
404,275587,1
405,532261,0
406,222937,1
407,409160,0
408,257187,1
409,22544,1
410,225505,1
411,225641,1
412,253123,1
413,211394,0
414,254515,1
415,194312,0
416,534066,0
417,563320,0
418,32847,0
419,225161,1
420,23122,1
421,375392,0
422,392097,0
423,153161,0
424,19057,1
425,24160,1
426,223808,1
427,217919,1
428,532574,0
429,21393,1
430,259506,1
431,254558,1
432,303469,1
433,254090,1
434,216964,1
435,259206,1
436,225398,1
437,270762,1
438,217154,1
439,122917,0
440,253947,1
441,254828,1
442,606920,0
443,21505,1
444,16025,1
445,392546,0
446,608428,0
447,231874,1
448,106872,1
449,221787,1
450,263376,1
451,172257,1
452,249852,1
453,412013,1
454,53249,0
455,372864,1
456,248488,1
457,21573,1
458,588559,1
459,273918,1
460,166098,1
461,274907,1
462,584018,0
463,277966,1
464,76992,0
465,374930,0
466,269819,1
467,268298,1
468,262317,1
469,55289,1
470,263774,1
471,304571,1
472,20670,1
473,265625,1
474,277517,1
475,385974,1
476,204097,1
477,264996,1
478,89652,1
479,251636,1
480,252975,1
481,40712,0
482,23132,1
483,268918,1
484,227997,1
485,256631,1
486,214189,1
487,20688,1
488,362125,0
489,274177,1
490,569552,1
491,264813,1
492,146292,1
493,175279,1
494,259826,1
495,256632,1
496,2603,0
497,215108,1
498,254535,1
