,id,response
0,89153,0
1,225889,1
2,249614,1
3,454716,0
4,31060,0
5,512197,1
6,512327,0
7,221525,1
8,39327,1
9,216580,1
10,158035,0
11,265807,1
12,265523,1
13,263546,1
14,336875,1
15,248538,1
16,277615,1
17,361233,1
18,254605,1
19,588559,1
20,476597,0
21,608327,0
22,275421,1
23,321802,1
24,29964,0
25,488350,0
26,122557,0
27,467827,0
28,249450,1
29,257797,1
30,214189,1
31,228080,1
32,229835,1
33,512351,0
34,533506,0
35,23305,1
36,214305,1
37,250828,1
38,277816,1
39,18027,1
40,477125,0
41,225342,1
42,225734,1
43,73768,0
44,251282,1
45,222969,1
46,68181,0
47,217110,1
48,225484,1
49,252969,1
50,249158,1
51,493953,1
52,19723,1
53,265798,1
54,190011,0
55,207578,0
56,248099,0
57,108003,1
58,229516,1
59,361779,0
60,214015,1
61,21286,1
62,493811,1
63,226116,1
64,570277,1
65,260504,1
66,21669,1
67,270249,1
68,45773,1
69,488720,1
70,262422,1
71,280151,0
72,271894,1
73,222912,1
74,266124,1
75,225364,1
76,263371,1
77,20367,1
78,30643,0
79,487308,1
80,503694,0
81,21498,1
82,229915,1
83,395251,0
84,512246,0
85,16084,1
86,253040,1
87,13334,0
88,276261,1
89,101392,1
90,251496,1
91,10552,1
92,541696,1
93,20691,1
94,339876,0
95,547260,0
96,212373,0
97,234107,1
98,339544,0
99,21580,1
100,280075,0
101,265310,1
102,487851,0
103,543261,0
104,372019,0
105,50446,0
106,276790,1
107,609146,0
108,259591,1
109,15172,1
110,300920,0
111,167981,0
112,222937,1
113,385974,1
114,262874,1
115,218032,1
116,539658,0
117,279945,0
118,214310,1
119,378353,1
120,221895,1
121,155672,0
122,22388,1
123,22390,1
124,304703,1
125,315309,0
126,211394,0
127,221787,1
128,222276,1
129,216923,1
130,375392,0
131,257427,1
132,266415,1
133,255266,1
134,231809,1
135,53763,1
136,21772,1
137,263188,1
138,542732,0
139,603060,0
140,248417,1
141,214349,1
142,154004,1
143,600053,0
144,274396,1
145,3453,1
146,216590,1
147,69514,1
148,253233,1
149,329880,1
150,524542,0
151,267169,1
152,277966,1
153,262978,1
154,276696,1
155,452065,0
156,491261,1
157,139964,0
158,24233,1
159,275659,1
160,276266,1
161,204095,1
162,259136,1
163,280169,1
164,23445,1
165,198088,1
166,15412,1
167,225641,1
168,59830,0
169,19273,1
170,18102,1
171,262075,0
172,331016,0
173,264773,1
174,483083,1
175,267571,1
176,248905,1
177,218221,1
178,17947,1
179,245953,0
180,263416,1
181,539581,0
182,438806,0
183,29395,0
184,268379,1
185,422549,1
186,270165,1
187,127076,0
188,275373,1
189,76250,1
190,28894,0
191,503895,1
192,8926,0
193,205969,1
194,608253,0
195,28526,1
196,263668,1
197,256416,1
198,247351,1
199,564077,1
200,491848,1
201,321582,1
202,349146,1
203,586761,0
204,263755,1
205,227323,1
206,553166,1
207,250937,1
208,72722,0
209,252015,1
210,491790,1
211,249934,1
212,275065,1
213,263483,1
214,216504,1
215,270927,1
216,436965,0
217,15504,1
218,154544,0
219,24007,1
220,605989,0
221,259406,1
222,503705,1
223,33720,1
224,436780,1
225,259487,1
226,19918,1
227,603187,0
228,571747,0
229,137632,1
230,277363,1
231,465935,1
232,513111,0
233,219072,1
234,494537,1
235,425837,0
236,532445,0
237,606579,0
238,257013,1
239,203288,1
240,263959,1
241,265486,1
242,264912,1
243,354770,0
244,277737,1
245,262520,1
246,216953,1
247,220853,0
248,258166,1
249,321580,0
250,222801,1
251,204407,0
252,271512,1
253,146292,1
254,250654,1
255,261112,1
256,518991,1
257,555328,0
258,257187,1
259,508509,0
260,494351,1
261,316326,0
262,248610,1
263,21223,1
264,4479,0
265,214254,1
266,550504,0
267,385953,0
268,256473,1
269,343675,0
270,276284,1
271,488987,1
272,262046,0
273,291398,1
274,498104,1
275,247598,1
276,513330,1
277,130208,0
278,225534,1
279,18489,1
280,2677,1
281,345715,0
282,275743,1
283,162151,0
284,265020,1
285,157162,1
286,491729,1
287,116139,0
288,49742,0
289,258225,1
290,233194,1
291,443968,0
292,145847,1
293,458232,1
294,21355,1
295,470254,0
296,71913,1
297,253674,1
298,299448,0
299,266160,1
300,461225,0
301,450470,0
302,259899,1
303,194312,0
304,248488,1
305,355977,0
306,159245,0
307,74146,1
308,49765,1
309,216964,1
310,222957,1
311,195400,1
312,281034,0
313,534066,0
314,278312,1
315,270762,1
316,468008,0
317,175279,1
318,204097,1
319,263795,1
320,552607,0
321,223664,1
322,285902,0
323,32847,0
324,2625,1
325,366652,0
326,23521,1
327,96947,1
328,268921,1
329,99440,1
330,270396,1
331,399987,0
332,268539,1
333,444271,0
334,262579,1
335,23553,1
336,259521,1
337,414453,0
338,227093,1
339,222709,1
340,348612,1
341,160402,0
342,230900,1
343,425548,0
344,177906,0
345,20688,1
346,264463,1
347,225161,1
348,362284,0
349,223615,1
350,534498,0
351,343901,1
352,255834,1
353,15821,1
354,11853,1
355,492244,1
356,221841,1
357,516931,1
358,256632,1
359,468444,0
360,391637,1
361,223906,1
362,262969,1
363,270293,1
364,499213,1
365,483411,0
366,98505,1
367,561614,0
368,258242,1
369,494214,1
370,611411,0
371,345616,1
372,563320,0
373,265547,0
374,275622,1
375,227442,1
376,92011,0
377,472996,1
378,247606,1
379,69003,0
380,382274,1
381,253089,1
382,485719,0
383,569705,0
384,254310,1
385,372864,1
386,558347,0
387,54092,0
388,270716,1
389,227611,1
390,260743,1
391,278099,1
392,243841,0
393,584777,0
394,277885,1
395,504341,0
396,266333,1
397,449504,0
398,23094,1
399,256631,1
400,445007,0
401,276828,1
402,254929,1
403,507038,1
404,375289,0
405,488887,1
406,33293,0
407,421367,0
408,248659,1
409,381164,0
410,227100,1
411,254505,1
412,194260,0
413,366315,0
414,20171,1
415,269771,1
416,403295,0
417,381142,0
418,21505,1
419,156674,0
420,563466,0
421,149117,1
422,58617,1
423,217179,1
424,217543,1
425,539048,0
426,274367,1
427,276148,1
428,235837,1
429,254090,1
430,265419,0
431,95865,0
432,445722,0
433,606949,0
434,18207,1
435,152499,0
436,264266,1
437,303469,1
438,76044,1
439,250883,1
440,586545,0
441,122917,0
442,67280,0
443,36031,0
444,214905,1
445,360320,1
446,256065,1
447,526173,0
448,271309,1
449,544940,0
450,553526,1
451,216466,1
452,543164,0
453,392075,1
454,575976,0
455,261063,1
456,545595,1
457,43709,0
458,361324,1
459,416685,0
460,608428,0
461,253947,1
462,531949,0
463,278341,1
464,494238,1
465,213772,1
466,258013,1
467,217700,1
468,259333,1
469,254592,1
470,496009,1
471,257801,1
472,488264,0
473,229185,1
474,362432,1
475,374424,0
476,212711,1
477,217654,1
478,444293,0
479,29888,0
480,363164,0
481,488561,0
482,515906,1
483,222922,1
484,166098,1
485,263317,1
486,370500,0
487,375386,0
488,270660,1
489,492209,1
490,264729,1
491,483161,1
492,213779,1
493,264573,1
494,253123,1
495,206334,1
496,532574,0
497,265009,1
498,504339,0
499,5546,1
500,268272,1
501,30781,0
502,329316,0
503,190399,0
504,443952,0
505,91211,1
506,93853,1
507,257189,1
508,252975,1
509,494325,1
510,217236,1
511,486089,0
512,541797,1
513,125199,1
514,487288,1
515,268706,1
516,552266,1
517,213774,1
518,216548,1
519,321131,1
520,255293,1
521,488853,1
522,253590,1
523,128571,0
524,267292,1
525,249998,1
526,217038,1
527,493993,1
528,537628,1
529,439969,0
530,513332,1
531,405035,0
532,397042,0
533,540162,0
534,17751,1
535,324357,1
536,214991,1
537,363225,0
538,214799,1
539,529914,0
540,304571,1
541,298304,0
