,id,response
0,266264,1
1,303647,0
2,316929,0
3,29039,1
4,79713,0
5,269971,1
6,33165,0
7,259984,1
8,254594,1
9,365326,1
10,259118,1
11,29540,0
12,278502,1
13,254665,1
14,264479,1
15,271993,1
16,483359,1
17,278388,1
18,274190,1
19,218380,1
20,125644,1
21,535861,0
22,511680,0
23,228099,1
24,278251,1
25,176151,0
26,225136,1
27,511944,0
28,82307,0
29,247394,1
30,254913,1
31,64540,0
32,343827,0
33,482477,0
34,487112,1
35,269441,1
36,228873,1
37,259953,1
38,600076,0
39,275985,1
40,410954,0
41,591694,0
42,223003,1
43,268752,1
44,603242,0
45,264593,1
46,487122,1
47,612086,0
48,354081,1
49,260866,1
50,227290,1
51,603221,0
52,226300,1
53,223330,1
54,494212,1
55,603222,0
56,216402,1
57,215037,1
58,265454,1
59,223468,1
60,460999,1
61,500923,0
62,46298,1
63,256578,1
64,227933,1
65,40354,1
66,265686,1
67,264975,1
68,485858,0
69,247943,0
70,223860,1
71,272031,1
72,358960,0
73,21188,1
74,532149,0
75,262508,1
76,242291,1
77,277336,1
78,15105,1
79,225168,1
80,242929,1
81,491260,1
82,248784,1
83,534236,0
84,222571,1
85,605722,0
86,376509,0
87,218084,1
88,217837,1
89,212633,1
90,276718,1
91,541177,0
92,569213,0
93,384677,1
94,82664,0
95,485612,0
96,263081,1
97,221587,1
98,465846,1
99,267569,1
100,531937,0
101,29845,1
102,259568,1
103,526724,1
104,214557,1
105,19606,1
106,28638,1
107,176387,1
108,22498,1
109,255953,1
110,257577,1
111,264712,1
112,222327,1
113,254875,1
114,14881,1
115,393338,1
116,214782,1
117,303650,1
118,23259,1
119,552623,0
120,506542,0
121,249117,1
122,148020,0
123,258232,1
124,264226,1
125,552589,0
126,364189,0
127,460407,1
128,254498,1
129,262682,1
130,257054,1
131,226083,1
132,273799,0
133,267414,1
134,36962,1
135,256014,1
136,3541,0
137,388403,0
138,500217,1
139,254562,1
140,19063,1
141,600072,0
142,586360,0
143,525,0
144,570830,0
145,280181,0
146,271522,1
147,30253,0
148,170030,0
149,555389,0
150,160795,0
151,525524,1
152,494661,1
153,492464,1
154,316594,0
155,227453,1
156,375290,0
157,277776,1
158,21180,1
159,286072,0
160,223593,1
161,570082,0
162,469106,0
