,id,response
0,67445,0
1,537852,0
2,488867,1
3,128289,1
4,149335,0
5,272174,1
6,217960,1
7,263707,1
8,216743,1
9,288411,1
10,68257,0
11,253917,0
12,256455,1
13,248762,1
14,78790,1
15,475491,0
16,249596,1
17,132846,1
18,514465,0
19,586055,0
20,491647,1
21,125375,0
22,257767,1
23,253075,1
24,342182,0
25,254136,1
26,422549,1
27,227890,1
28,218992,1
29,268246,1
30,108409,1
31,218001,1
32,19565,1
33,32044,1
34,264218,1
35,503770,0
36,264456,1
37,265366,1
38,18122,1
39,509373,1
40,257337,1
41,271051,1
42,222588,1
43,139440,1
44,23203,1
45,246918,0
46,570928,0
47,484182,1
48,212838,1
49,256150,1
50,253742,1
51,21045,1
52,260343,1
53,103687,0
54,259133,1
55,352394,0
56,198456,0
57,256865,1
58,263803,1
59,247500,1
60,122254,1
61,256672,1
62,504339,0
63,22482,1
64,33275,0
65,443880,1
66,254979,1
67,366285,0
68,268271,1
69,413216,1
70,234919,1
71,494382,1
72,570390,0
73,225007,1
74,534752,0
75,268688,1
76,453257,1
77,603187,0
78,468047,0
79,137467,0
80,214227,1
81,261111,1
82,28809,1
83,8675,1
84,546038,0
85,411547,1
86,313243,0
87,553356,1
88,248557,1
89,212131,0
90,20446,1
91,265689,1
92,55579,1
93,115,0
94,262921,1
95,543998,0
96,250789,1
97,259692,1
98,485680,1
99,223082,1
100,276229,1
101,227552,1
102,609131,0
103,270391,1
104,247399,1
105,258304,1
106,227926,1
107,19725,1
108,254989,1
109,217234,1
110,439969,0
111,594016,0
112,256818,1
113,214939,1
114,218246,1
115,248900,1
116,290229,1
117,21896,1
118,176495,1
119,265255,1
120,264342,1
121,228259,1
122,212726,1
123,249653,1
124,214783,1
125,226141,1
126,280083,0
127,275808,1
128,218669,1
129,242286,0
130,453573,0
131,606876,0
132,403739,1
133,227013,1
134,204096,1
135,270327,1
136,363150,0
137,589684,0
138,610273,0
139,269797,1
140,249926,1
141,222035,1
142,260443,1
143,478054,0
144,247400,1
145,223332,1
146,262486,1
147,497025,1
148,608010,0
149,217070,1
150,222715,1
151,344846,0
152,206578,0
153,254644,1
154,534955,1
155,175190,1
156,554822,0
157,337059,1
158,263219,1
159,199330,0
160,20507,1
161,21657,1
162,272351,0
163,18603,1
164,263912,1
165,267419,1
166,212618,1
167,19195,1
168,21506,1
169,173153,1
170,471202,0
171,19687,1
172,125181,0
173,109140,0
174,213719,1
175,216426,1
176,23923,1
177,277953,1
178,225926,1
179,270525,1
180,227055,1
181,484180,1
182,222297,1
183,494176,1
184,321644,0
185,569187,0
186,276004,1
187,21181,1
188,550133,1
189,494099,1
190,271462,1
191,291958,1
192,249422,1
193,254502,1
194,594592,0
195,255189,1
196,28991,1
197,22157,1
198,30529,1
199,516331,0
200,223882,1
201,41547,0
202,160153,0
203,202637,0
204,275973,1
205,67277,0
206,214339,1
207,364931,0
208,573142,0
209,217643,1
210,274196,1
211,21627,1
212,394615,0
213,146495,0
214,269311,1
215,22583,1
216,549774,1
217,225374,1
218,138922,1
219,213559,1
220,589768,0
221,400047,0
222,215943,1
223,105900,0
224,46032,1
225,31643,0
226,493778,1
227,336304,0
228,387493,1
229,397024,1
230,33992,1
231,303793,1
232,253623,1
233,542150,0
234,497853,0
235,492438,1
236,396706,0
237,275687,1
238,275765,1
239,222434,1
240,226663,1
241,299328,1
242,222754,1
243,214467,1
244,266259,1
245,265399,1
246,218365,1
247,67238,0
248,260934,1
249,21378,1
250,289434,0
251,261372,0
252,217598,1
253,218165,1
254,129491,0
255,410541,0
256,315678,0
257,223339,1
258,565347,1
259,495366,1
260,264788,1
261,136922,1
262,270252,1
263,254125,1
264,243631,0
265,217377,1
266,69199,0
267,467546,0
268,269516,1
269,511857,1
270,215043,1
271,19131,1
272,145734,1
273,476949,0
274,56923,0
275,212775,1
276,211802,1
277,522840,0
278,493978,1
279,14881,1
280,251069,1
281,494266,1
282,21447,1
283,15083,1
284,339661,0
285,250236,1
286,253803,1
287,249115,1
288,270736,1
289,30555,1
290,255398,1
291,413210,1
292,62935,0
293,261053,1
294,255996,1
295,254086,1
296,223284,1
297,210762,0
298,252259,1
299,17967,1
300,3016,0
301,213817,1
302,222986,1
303,309929,0
304,535693,1
305,248807,1
306,587562,0
307,76283,1
308,570295,0
309,271869,1
310,274110,1
311,274963,1
