,id,response
0,258984,1
1,262501,1
2,20539,0
3,612555,0
4,259236,1
5,307842,0
6,214576,1
7,256527,1
8,260956,1
9,471851,1
10,254303,1
11,577494,0
12,266877,0
13,135746,0
14,253915,0
15,20603,1
16,250805,0
17,84460,1
18,175177,0
19,450632,0
20,593943,0
21,217640,1
22,137446,0
23,147902,0
24,473769,0
25,216494,1
26,248640,1
27,79595,0
28,214026,1
29,465666,1
30,99556,0
31,467620,0
32,271085,1
33,250463,0
34,488675,1
35,268716,1
36,226309,1
37,401067,1
38,270105,0
39,511211,0
40,257451,1
41,268612,1
42,32289,0
43,456380,1
44,225318,1
45,17218,0
46,436315,0
47,80320,0
48,229098,0
49,255314,1
50,532516,0
51,257104,1
52,569436,0
53,259336,1
54,253665,0
55,226108,0
56,264540,1
57,251600,1
58,272957,0
59,328001,0
60,2955,0
61,479282,0
62,239445,0
63,227921,1
64,200000,0
65,408802,0
66,136659,0
67,470492,0
68,470241,0
69,20684,1
70,276173,1
71,277378,1
72,225037,1
73,414954,0
74,260429,1
75,264986,1
76,274597,1
77,29734,0
78,278341,1
79,273900,0
80,307726,0
81,321934,0
82,204628,0
83,254808,1
84,262892,1
85,223563,1
86,207752,0
87,503705,1
88,271584,1
89,67302,0
90,491585,0
91,21570,1
92,275491,1
93,217764,1
94,23698,1
95,21096,1
96,467593,1
97,492313,1
98,508395,1
99,280185,0
100,532445,0
101,558244,0
102,21536,1
103,16204,0
104,221534,0
105,316867,0
106,153161,0
107,253097,1
108,150658,0
109,21339,1
110,223962,1
111,434491,0
112,485888,0
113,43134,0
114,248904,1
115,270331,1
116,154832,0
117,56631,0
118,212758,1
119,562144,1
120,228052,0
121,443919,0
122,248631,1
123,271294,1
124,483225,1
125,225450,1
126,497913,0
127,493960,0
128,521074,1
129,316468,1
130,486459,0
131,277416,0
132,33108,0
133,303371,1
134,271103,1
135,8408,0
136,488891,1
137,22217,1
138,4163,0
139,221593,0
140,415241,0
141,225011,1
142,594438,0
143,221510,1
144,484894,1
145,315516,0
146,29788,1
147,96302,0
148,569225,0
149,515735,0
150,214895,1
151,9425,0
152,257732,1
153,325148,0
154,263258,1
155,212820,1
156,250624,1
157,217679,1
158,237721,0
159,138932,0
160,343856,1
161,260875,1
162,480168,0
163,286530,0
164,217116,1
165,295133,0
166,17780,0
167,294683,1
168,47259,0
169,275586,1
170,301325,1
171,275434,0
172,390326,0
173,128221,0
174,128899,0
175,222826,1
176,260777,1
177,41418,1
178,535911,0
179,494146,1
180,3388,1
181,218069,1
182,216930,0
183,217255,1
184,222929,1
185,396628,0
186,544011,0
187,213257,0
188,275707,1
189,542918,0
190,248539,1
191,242855,0
192,266158,1
193,247613,1
194,599030,0
195,108607,0
196,444725,1
197,348623,0
198,485617,0
199,24016,1
200,493847,0
201,262074,1
202,374348,0
203,189292,0
204,207578,0
205,98508,0
206,214360,1
207,494451,1
208,558302,0
209,262341,1
210,223108,1
211,184250,0
212,223451,1
213,388018,0
214,212796,1
215,402746,0
216,23541,1
217,62763,1
218,212718,1
219,439954,0
220,72728,0
221,55959,0
222,216837,1
223,270833,0
224,21116,1
225,549773,0
226,508936,0
227,20541,1
228,21685,1
229,494356,1
230,279986,0
231,31473,0
232,57619,0
233,20750,0
234,257521,1
235,535385,0
236,274185,1
237,248653,1
238,262305,1
239,452201,0
240,217608,1
241,22387,1
242,256047,1
243,260364,1
244,216804,1
245,596561,0
246,455235,0
247,214309,1
248,47358,0
249,20500,1
250,256347,1
251,215118,1
252,249174,1
253,3420,1
254,519153,0
255,272024,1
256,260476,1
257,257403,1
258,212749,1
259,257610,1
260,254001,1
261,217982,1
262,248683,1
263,231076,0
264,253238,1
265,214615,1
266,17334,1
267,555078,1
268,358354,0
269,564358,0
270,19967,1
