,id,response
0,264064,1
1,334311,1
2,214071,1
3,4647,0
4,276457,0
5,35751,0
6,277665,1
7,572904,0
8,213764,1
9,22288,1
10,259198,1
11,264323,1
12,255011,1
13,6559,0
14,257521,1
15,227116,0
16,266118,1
17,377079,1
18,80320,0
19,468038,0
20,247455,1
21,217829,1
22,505335,0
23,278428,0
24,505714,0
25,264159,1
26,248561,1
27,247482,0
28,158800,0
29,512380,0
30,274929,0
31,263946,1
32,165025,0
33,214052,1
34,261142,1
35,72303,1
36,1687,0
37,250463,0
38,585298,0
39,52163,0
40,228225,1
41,535151,0
42,279986,0
43,22505,0
44,212718,1
45,422061,0
46,226279,1
47,62713,0
48,21627,1
49,334312,1
50,263258,1
51,544651,0
52,247625,1
53,286530,0
54,90909,0
55,212565,1
56,476328,0
57,217116,1
58,223252,1
59,496034,0
60,67907,0
61,259178,1
62,337040,0
63,574148,0
64,73508,0
65,488387,0
66,225746,1
67,224118,1
68,216610,1
69,214518,1
70,22953,1
71,470241,0
72,263033,1
73,515735,0
74,22387,1
75,22146,0
76,226717,0
77,224075,1
78,262305,1
79,575638,0
80,267122,0
81,226905,0
82,307075,0
83,574533,0
84,259104,1
85,58270,1
86,220051,0
87,229809,0
88,504354,0
89,478441,0
90,498344,0
91,256597,1
92,276287,1
93,500160,1
94,254660,1
95,267586,1
96,248640,1
97,248838,1
98,21299,1
99,583359,0
100,6236,0
101,19219,0
102,282908,0
103,192899,1
104,264284,1
105,169022,0
106,372498,0
107,107654,0
108,239410,1
109,199247,0
110,20924,1
111,225559,1
112,316161,0
113,548255,1
114,218335,1
115,275188,1
116,255028,1
117,257881,1
118,248927,1
119,262970,1
120,505134,0
121,260849,1
122,72302,1
123,221970,1
124,49766,1
125,383755,0
126,600060,0
127,251275,0
128,20220,0
129,214275,1
130,162086,1
131,204324,0
132,49974,0
133,227921,1
134,271259,1
135,274008,1
136,265317,1
137,21096,1
138,31823,0
139,187875,0
140,328455,0
141,270438,1
142,326993,0
143,499819,0
144,243643,0
145,188434,0
146,416305,0
147,249836,1
148,268620,1
149,129776,0
150,260014,1
151,249053,1
152,257512,1
153,268335,1
154,254093,1
155,6633,0
156,401066,1
157,493966,1
158,339637,0
159,528511,0
160,233588,0
161,229098,0
162,466142,0
163,131045,0
164,488746,1
165,32289,0
166,248539,1
167,91183,0
168,586960,0
169,251503,1
170,250678,1
171,518708,0
172,415093,1
173,265624,0
174,430216,0
175,211414,1
176,486863,0
177,251179,1
178,483179,1
179,134099,0
180,352888,0
181,572494,0
182,535167,1
183,249038,1
184,213816,1
185,271050,1
186,488427,0
187,378862,0
188,219049,0
189,397070,0
190,248465,1
191,258339,1
192,257746,1
193,499620,0
194,211796,0
