,id,response
0,257521,1
1,270438,1
2,257881,1
3,22387,1
4,214071,1
5,248561,1
6,585298,0
7,416305,0
8,21299,1
9,249836,1
10,192899,1
11,307075,0
12,572904,0
13,73508,0
14,316161,0
15,1687,0
16,229809,0
17,22288,1
18,4647,0
19,224075,1
20,248838,1
21,352888,0
22,90909,0
23,225559,1
24,326993,0
25,279986,0
26,328455,0
27,35751,0
28,165025,0
29,67907,0
30,91183,0
31,249038,1
32,499620,0
33,226905,0
34,574533,0
35,262970,1
36,260014,1
37,483179,1
38,226717,0
39,212718,1
40,267122,0
41,264159,1
42,58270,1
43,220051,0
44,211414,1
45,500160,1
46,228225,1
47,505335,0
48,493966,1
49,131045,0
50,62713,0
51,337040,0
52,535167,1
53,243643,0
54,6236,0
55,372498,0
56,22953,1
57,49766,1
58,21627,1
59,72303,1
60,214518,1
61,264323,1
62,169022,0
63,188434,0
64,264064,1
65,254660,1
66,528511,0
67,600060,0
68,226279,1
69,233588,0
70,572494,0
71,49974,0
72,470241,0
73,535151,0
74,214052,1
75,204324,0
76,107654,0
77,248539,1
78,239410,1
79,217829,1
80,583359,0
81,266118,1
82,20924,1
83,247625,1
84,6633,0
85,262305,1
86,505714,0
87,260849,1
88,274008,1
89,261142,1
90,162086,1
91,21096,1
92,274929,0
93,199247,0
94,248465,1
95,255028,1
96,468038,0
97,430216,0
98,276287,1
99,466142,0
