,id,response
0,21095,1
1,488710,0
2,273894,0
3,601960,0
4,308956,0
5,267436,1
6,213471,0
7,175555,0
8,452233,0
9,222831,1
10,228594,0
11,312192,0
12,487660,0
13,20411,1
14,7004,0
15,253853,1
16,222236,1
17,516065,0
18,532051,0
19,499141,0
20,267544,1
21,491253,1
22,491834,0
23,582277,0
24,488979,1
25,190363,0
26,172181,0
27,249034,0
28,21588,1
29,22145,1
30,541579,0
31,476589,0
32,254909,1
33,507142,0
34,228611,0
35,259041,1
36,275737,1
37,278385,1
38,228357,1
39,143252,0
40,259368,1
41,493944,1
42,7572,0
43,321963,0
44,23664,0
45,214166,1
46,295979,0
47,264776,1
48,275907,1
49,266296,0
50,213690,1
51,554230,1
52,253634,1
53,254795,0
54,270505,1
55,259759,1
56,268323,1
57,270761,1
58,503182,0
59,572212,0
60,23352,0
61,504178,0
62,275214,1
63,260300,1
64,270118,1
65,72122,0
66,486457,0
67,214866,1
68,212959,1
69,511811,0
70,274445,1
71,101758,0
72,450063,1
73,475413,0
74,263618,1
75,420983,0
76,225897,1
77,159374,0
78,260456,1
79,248927,1
80,250816,1
81,500903,0
82,153896,0
83,603230,0
84,585823,0
85,213652,1
86,254516,1
87,554954,0
88,262080,0
89,93682,0
90,248487,1
91,454778,0
92,276311,1
93,76740,0
94,218114,1
95,249481,0
96,203051,0
97,218317,1
98,467525,0
99,605785,0
100,495701,0
101,216655,0
102,214381,1
103,259893,1
104,373250,0
105,223988,1
106,277284,1
107,21722,1
108,491687,0
109,213812,1
110,426671,0
111,23157,0
112,211411,0
113,256080,1
114,212749,1
115,542842,0
116,132392,0
117,272958,0
118,212664,1
119,18220,1
120,141580,0
121,216964,1
122,217751,0
123,274033,1
124,62686,0
125,271994,1
126,20282,0
127,19085,0
128,392806,0
129,218376,1
130,960,0
131,268224,0
132,554945,0
133,10150,0
134,251577,1
135,293529,0
136,570253,1
137,221586,0
138,472684,0
139,405474,0
140,277761,1
141,248374,1
142,262623,1
143,274177,1
144,260617,0
145,250497,1
146,465533,0
147,21396,1
148,267569,1
149,268868,0
150,259162,1
151,266857,1
152,40813,0
153,270783,1
154,504464,0
155,272169,0
156,502859,1
157,172125,0
158,260785,1
159,222987,1
160,268685,1
161,137624,0
162,264531,1
163,23752,0
164,258302,1
165,225910,1
166,214176,1
167,363888,0
168,19057,0
169,519080,0
170,225268,1
171,276459,0
172,212729,1
173,278400,1
174,276797,1
175,203111,0
176,217057,1
177,214588,1
178,272640,0
179,249129,1
180,230641,0
181,261257,0
182,492477,0
183,88444,0
184,257503,1
185,316608,0
186,570820,0
187,222906,1
188,216939,0
189,249596,1
190,254443,1
191,248892,1
192,217560,1
193,280081,0
194,589268,0
195,262856,0
196,522108,1
197,273884,0
198,53233,0
199,52162,1
200,105227,0
201,268863,1
202,247463,1
203,402746,0
204,209836,0
205,213986,1
206,253192,1
207,333313,0
208,263361,1
209,249524,0
210,169174,0
211,136546,0
212,505851,0
213,505418,0
214,492386,1
215,230438,0
216,455498,1
217,57473,1
218,278420,0
219,526173,0
220,609263,0
221,228092,1
222,206150,1
223,235140,1
224,20515,1
225,467637,0
226,260771,0
227,377861,1
228,275820,1
229,152333,0
230,302793,0
231,277868,1
232,225416,1
233,1308,0
234,335001,0
235,149986,0
236,259833,1
237,49584,0
238,267552,1
239,381092,0
240,18217,1
241,326183,0
242,268636,1
243,272254,0
244,541340,0
245,226329,1
246,564126,0
247,227452,1
248,21719,1
249,212107,0
250,558537,0
251,280992,1
252,270317,1
253,276386,1
254,108791,0
255,277654,1
256,216802,0
257,214281,1
258,217983,1
259,326391,1
260,253830,1
261,465657,0
262,76357,0
263,263644,1
264,9186,0
265,83690,1
266,11872,0
267,276081,1
268,515894,0
269,555847,0
270,222958,1
271,584289,0
272,57159,0
273,385959,0
274,492336,1
275,250672,1
276,275913,1
277,259744,1
278,19612,0
279,218184,1
280,216530,1
281,554958,1
282,247610,1
283,265496,1
284,257115,1
285,498364,1
286,195323,1
287,518086,0
288,190206,1
289,218384,1
290,223057,1
291,249425,1
292,99436,0
293,250881,1
294,247384,1
295,260417,1
296,124303,0
297,488466,1
298,125738,0
299,113583,0
300,31550,0
301,506313,0
302,215147,1
303,493883,1
304,278035,1
305,18555,0
306,214304,1
307,15066,1
308,225003,1
309,20881,1
310,176299,0
311,162541,0
312,321970,1
313,257404,1
314,393188,1
315,313303,1
316,250247,1
317,279938,1
318,56296,0
319,604050,0
320,22489,0
321,491786,0
322,364023,0
323,327409,0
324,573343,0
325,1292,0
326,237634,0
327,393773,0
328,204131,0
329,38585,0
330,89687,0
331,266068,1
332,263979,1
333,314825,0
334,2926,0
335,11169,1
336,253013,1
337,93365,0
338,447174,0
339,364095,0
340,19875,0
341,212917,1
342,261097,1
343,216468,1
344,537861,0
345,19930,1
346,215012,1
347,488014,0
