,id,response
0,229809,0
1,377441,0
2,455873,0
3,503824,0
4,480149,1
5,265246,1
6,483130,1
7,260321,1
8,483179,1
9,437023,0
10,266237,1
11,332950,1
12,375947,0
13,346409,0
14,271720,1
15,600060,0
16,281895,0
17,96747,0
18,130285,1
19,276025,1
20,345353,0
21,18961,1
22,94517,0
23,362811,0
24,549773,0
25,152341,0
26,499819,0
27,619066,0
28,129776,0
29,247455,1
30,339540,1
31,496034,0
32,213674,1
33,264878,1
34,248399,1
35,162086,1
36,570451,0
37,23951,1
38,465634,1
39,488929,1
40,554134,0
41,256160,1
42,204777,1
43,91559,0
44,249836,1
45,259323,1
46,267302,1
47,505307,0
48,213764,1
49,248464,1
50,277647,1
51,486863,0
52,264473,1
53,547236,0
54,250883,1
55,208146,0
56,74346,1
57,252175,1
58,488397,0
59,215195,0
60,239410,1
61,19577,0
62,347967,0
63,127037,0
64,259525,1
65,540622,0
66,222796,1
67,187328,0
68,277385,1
69,217114,1
70,887,1
71,574148,0
72,213816,1
73,279959,0
74,237732,1
75,212749,1
76,559498,0
77,72302,1
78,70256,0
79,142579,1
80,251275,0
81,496142,0
82,536018,0
83,257457,1
84,214052,1
85,266370,1
86,518710,0
87,225559,1
88,266118,1
89,487886,0
90,166983,0
91,290178,0
92,349085,0
93,271050,1
94,257674,1
95,248610,1
96,137626,1
97,21274,1
98,76405,0
99,254521,1
100,23720,1
101,321814,1
102,540908,0
103,507027,0
104,316711,0
105,573142,0
106,5236,0
107,358529,0
108,67008,1
109,80320,0
110,101757,0
111,304808,0
112,412988,0
113,19590,0
114,204059,0
115,265317,1
116,23488,1
117,227439,1
118,324989,0
119,258953,1
120,123001,0
121,385517,1
122,235686,0
123,217115,1
124,548255,1
125,543884,1
126,222115,1
127,558543,0
128,270832,0
129,505134,0
130,479282,0
131,21255,1
132,328455,0
133,21217,1
134,216532,1
135,575145,0
136,45970,0
137,516277,0
138,20617,1
139,596213,0
140,488426,1
141,471370,1
142,468038,0
143,258235,1
144,225173,1
145,257994,1
146,21710,1
147,256804,1
148,609204,0
149,258339,1
150,390363,0
151,67937,0
152,271451,0
153,532430,0
154,23565,0
155,214050,1
156,232625,1
157,288293,0
158,52163,0
159,233910,0
160,542461,0
161,265389,1
162,377079,1
163,6633,0
164,275697,1
165,321571,1
166,259178,1
167,210799,1
168,165536,0
169,247468,0
170,225011,1
171,534567,0
172,362395,0
173,258133,1
174,537673,0
175,494453,0
176,261641,0
177,23707,1
178,581046,0
179,466142,0
180,21046,1
181,288531,1
182,275302,1
183,354918,1
184,391648,0
185,424450,0
186,268547,1
187,253418,0
188,505994,0
189,280145,0
190,224951,1
191,481428,1
192,13647,0
193,474513,0
194,223252,1
195,19219,0
196,272084,1
197,444751,0
198,250771,1
199,72720,0
200,227984,0
201,173593,0
202,18909,0
203,263033,1
204,249053,1
205,259664,1
206,488469,1
207,10205,0
208,271974,1
209,219049,0
210,96302,0
211,290191,0
212,224075,1
213,250678,1
214,22288,1
215,425955,0
216,158800,0
217,406153,0
218,227281,1
219,223066,1
220,12483,0
221,22247,1
222,137633,1
223,20220,0
224,179640,0
225,376728,0
226,248627,1
227,18226,0
228,249557,0
229,22505,0
230,351501,0
231,282578,0
232,267507,1
233,247620,1
234,259198,1
235,271956,1
236,271300,1
237,488427,0
238,476386,0
239,21137,1
240,129511,0
241,260875,1
242,267586,1
243,134099,0
244,430216,0
245,476662,1
246,257512,1
247,226429,1
248,262890,1
249,261142,1
250,257451,1
251,6559,0
252,342753,0
253,348812,0
254,296766,1
255,240094,0
256,75308,1
257,340484,0
258,268620,1
259,255094,1
260,153161,0
261,216953,1
262,261737,0
263,536555,0
264,361011,0
265,408079,1
266,443991,0
267,216610,1
268,225037,1
269,257099,1
270,485229,0
271,468017,0
272,492298,1
273,581177,0
274,303789,1
275,339637,0
276,444415,0
277,470492,0
278,506824,0
279,223030,1
280,250463,0
281,252077,1
282,604158,0
283,401106,1
284,393043,0
285,229576,0
286,416305,0
287,326993,0
288,219008,0
289,187875,0
290,264284,1
291,483079,1
292,215020,1
293,9425,0
294,273995,1
295,215079,1
296,228225,1
297,328702,0
298,262992,1
299,277976,1
300,331246,0
301,253097,1
302,223137,1
303,20461,1
304,227060,1
305,19070,0
306,214518,1
307,528500,0
308,493859,0
309,255168,0
310,569552,0
311,321647,0
312,222525,1
313,259906,1
314,223820,1
315,30570,0
316,262397,1
317,363502,0
318,185288,0
319,276818,1
320,263945,1
321,229098,0
322,249769,0
323,586960,0
324,262892,1
325,265316,1
326,565297,0
327,265624,0
328,22250,1
329,471369,1
330,19769,1
331,392548,0
332,264159,1
333,500478,0
334,374637,0
335,266057,1
336,85862,0
337,275370,0
338,264064,1
339,32289,0
340,475439,1
341,22187,0
342,224127,1
343,447178,0
344,414454,0
345,619065,0
346,337040,0
347,503492,0
348,346566,0
349,147902,0
350,515897,0
351,248838,1
352,481516,0
353,155008,1
354,2588,1
355,265379,1
356,256640,1
357,249227,1
358,385909,0
359,10026,1
360,264966,1
361,225834,1
362,480253,0
363,218209,1
364,439954,0
365,381091,0
366,250666,1
367,260014,1
368,544651,0
369,223378,1
370,506832,0
371,270763,1
372,581781,0
373,465892,1
374,217595,1
375,254843,1
376,257746,1
377,270454,1
378,255792,1
379,35883,0
380,535270,0
381,505335,0
382,270507,1
383,276841,1
384,221970,1
385,326078,1
386,487851,0
387,396628,0
388,20835,0
389,192466,0
390,13396,0
391,249694,0
392,254244,1
393,260849,1
394,492201,1
395,160833,0
396,452101,0
397,574554,0
398,73508,0
399,212718,1
400,221940,1
401,226981,1
402,254609,1
403,217337,1
404,372857,0
405,267122,0
406,275606,1
407,198753,0
408,563058,0
409,539875,0
410,497102,0
411,217640,1
412,62713,0
413,266833,0
414,249602,1
415,264695,1
416,225609,1
417,353927,0
418,183172,0
419,500160,1
420,271947,1
421,277865,1
422,460903,0
423,254615,1
424,20050,0
425,377204,0
426,467272,1
427,217883,1
428,397070,0
429,99101,0
430,89975,0
431,10976,1
432,214684,1
433,260138,1
434,227884,1
435,123350,1
436,503754,1
437,607806,0
438,508949,0
