,id,response
0,222267,1
1,256347,1
2,575997,0
3,363307,0
4,258235,1
5,4109,1
6,255423,1
7,263670,1
8,218208,1
9,488397,0
10,192143,0
11,450991,0
12,577494,0
13,222796,1
14,215306,0
15,216775,1
16,254085,1
17,211757,0
18,41418,1
19,205995,1
20,30631,0
21,257108,1
22,326993,0
23,212618,1
24,426768,0
25,135893,0
26,255371,1
27,227921,1
28,277749,0
29,424498,0
30,64942,0
31,218899,0
32,444089,0
33,467593,1
34,362447,0
35,516948,0
36,274361,1
37,128899,0
38,502581,0
39,15793,1
40,529910,0
41,316230,1
42,212705,1
43,17951,0
44,348623,0
45,450481,0
46,266145,1
47,348812,0
48,511944,0
49,278225,1
50,76250,1
51,9160,0
52,217992,1
53,491746,0
54,216184,1
55,270981,1
56,416305,0
57,192899,1
58,120246,0
59,569214,0
60,221860,1
61,222453,1
62,3425,1
63,609204,0
64,225609,1
65,98508,0
66,507325,0
67,608920,0
68,5388,0
69,204324,0
70,437001,0
71,528518,0
72,223406,1
73,468324,0
74,5236,0
75,23645,0
76,23262,0
77,249769,0
78,287096,1
79,443872,1
80,18249,0
81,573871,0
82,219224,0
83,531940,0
84,334559,0
85,263351,1
86,492298,1
87,267507,1
88,256546,1
89,67289,0
90,257018,1
91,492533,0
92,474468,1
93,509581,0
94,509573,1
95,265475,1
96,503711,0
97,228031,1
98,483177,1
99,257766,1
100,20336,1
101,361011,0
102,73508,0
103,519315,0
104,134822,0
105,123350,1
106,481678,0
107,46090,1
108,491271,1
109,187328,0
110,30555,0
111,388168,0
112,216246,1
113,439949,0
114,209851,0
115,264502,1
116,275242,0
117,223057,1
118,257610,1
119,253077,1
120,586518,0
121,265506,1
122,264813,1
123,30554,0
124,226108,0
125,316711,0
126,248465,1
127,223055,1
128,268799,1
129,264323,1
130,19216,1
131,436512,1
132,255122,1
133,253845,1
134,159245,0
135,242745,0
136,274192,1
137,492255,1
138,262678,1
139,19682,0
140,364904,1
141,62793,0
142,259241,1
143,256332,0
144,600060,0
145,358529,0
146,268411,1
147,391879,0
148,563058,0
149,214317,1
150,222569,1
151,129776,0
152,222791,1
153,222189,1
154,171505,0
155,187875,0
156,505714,0
157,222498,1
158,475439,1
159,59232,0
160,20461,1
161,69092,0
162,275628,1
163,239569,0
164,275891,1
165,292148,0
166,558232,0
167,494112,1
168,559334,0
169,23565,0
170,276211,1
171,303789,1
172,572136,0
173,271972,1
174,218544,0
175,406027,0
176,262734,1
177,138932,0
178,414875,0
179,268547,1
180,5802,0
181,372498,0
182,231533,0
183,403355,0
184,265282,1
185,6967,0
186,95200,0
187,21059,1
188,541900,0
189,221510,1
190,76135,0
191,251527,1
192,345611,1
193,124172,1
194,216205,0
195,23525,1
196,263977,1
197,303319,0
198,216898,0
199,269586,0
200,272454,0
201,216566,1
202,218163,1
203,276358,1
204,108774,0
205,444037,0
206,247669,0
207,288531,1
208,71802,1
209,268707,1
210,256509,1
211,262892,1
212,218218,1
213,251606,0
214,505867,0
215,226106,1
216,450775,0
217,425350,0
218,16673,0
219,225724,1
220,259204,1
221,564403,0
222,467207,0
223,536808,0
224,229642,0
225,270699,1
226,377766,0
227,316227,1
228,224075,1
229,225834,1
230,216963,1
231,19023,1
232,563831,0
233,427349,0
234,465948,0
235,254875,1
236,218947,0
237,383755,0
238,390981,0
239,437105,0
240,244518,0
241,228214,1
242,58433,0
243,214091,1
244,486882,0
245,460174,0
246,280145,0
247,216956,1
248,247623,0
249,145844,0
250,216527,1
251,241890,0
252,213210,0
253,257164,1
254,226395,1
255,476147,0
256,212796,1
257,5117,0
258,143491,0
259,40765,0
260,387053,0
261,259359,1
262,573142,0
263,58312,1
264,277647,1
265,488943,1
266,505307,0
267,226728,0
268,307855,0
269,594369,0
270,214360,1
271,264159,1
272,400351,0
273,307992,0
274,267497,0
275,197026,0
276,271947,1
277,521074,1
278,248407,1
279,262916,1
280,261620,0
281,212724,1
282,494451,1
283,270195,1
284,288051,0
285,3420,1
286,231269,0
287,354415,0
288,270793,1
289,260440,1
290,263820,1
291,585873,0
292,267356,1
293,269875,1
294,32289,0
295,223592,1
296,137945,0
297,83764,1
298,118413,0
299,251106,0
300,300133,0
301,262397,1
302,259047,1
303,590672,0
304,453249,0
305,493960,0
306,36842,0
307,272104,1
308,271080,1
309,217571,1
310,523001,1
311,494547,1
312,217115,1
313,363502,0
314,137823,0
315,237157,0
316,554255,0
317,223332,1
318,69022,0
319,277285,1
320,16515,0
321,190389,0
322,214792,1
323,223293,0
324,223291,0
325,276826,1
326,274008,1
327,387475,0
328,339701,0
329,222834,1
330,214953,1
331,480124,0
332,23707,1
333,251228,0
334,258955,1
335,226838,0
336,207952,1
337,13396,0
338,599685,0
339,344641,1
340,227861,1
341,271658,1
342,223019,1
343,327241,0
344,228100,1
345,332950,1
346,260984,1
347,535151,0
348,256592,1
349,199992,0
350,214306,1
351,260364,1
352,535090,0
353,222053,1
354,21675,1
355,217417,1
356,216271,1
357,231555,0
358,263522,1
359,274851,0
360,231169,0
361,33720,1
362,266370,1
363,225519,1
364,274241,1
365,256415,1
366,227515,1
367,99146,0
368,325148,0
369,22288,1
370,260162,1
371,42908,0
372,152898,0
373,21433,1
374,363230,0
375,120913,0
376,491284,1
377,235686,0
378,225959,1
379,222098,1
380,260900,1
381,255355,1
382,228160,0
383,130285,1
384,250943,0
385,29480,0
386,17932,0
387,256052,0
388,272038,1
389,214615,1
390,369642,0
391,552251,0
392,266113,1
393,270764,1
394,225046,1
395,19904,0
396,260363,1
397,226114,0
398,231114,0
399,217067,1
400,363162,0
401,405860,0
402,212565,1
403,342753,0
404,256394,1
405,222188,1
406,444724,1
407,342255,1
408,255251,1
409,541278,0
410,237639,1
411,392548,0
412,339540,1
413,16204,0
414,262495,1
415,278417,1
416,539666,0
417,275606,1
418,336735,1
419,84198,0
420,523107,0
421,396456,0
422,279474,0
423,225499,1
424,214000,1
425,413207,1
426,479388,0
427,596659,0
428,257131,1
429,509181,0
430,271259,1
431,30570,0
432,607121,0
433,264771,1
434,407242,0
435,522305,1
436,237588,0
437,506176,0
438,506274,0
439,21631,1
440,250173,1
441,217664,1
442,503112,0
443,540952,0
444,264145,1
445,470292,0
446,355790,0
447,257145,1
448,250678,1
449,258996,0
450,201283,0
451,263898,1
452,6633,0
453,23866,1
454,221552,1
455,13646,1
456,19101,0
457,216592,0
458,413422,0
459,11164,0
460,212987,1
461,262074,1
462,281895,0
463,372919,0
464,270902,0
465,518925,1
466,268646,1
467,328455,0
468,223284,1
469,170115,0
470,269481,0
471,565297,0
472,494057,1
473,484364,0
474,211462,1
475,571322,0
476,570251,1
477,337062,0
478,389354,0
479,214078,1
480,495590,0
481,257521,1
482,465860,0
483,218587,1
484,421938,1
485,226563,0
486,468017,0
487,391782,0
488,53523,0
489,276408,0
490,3945,0
491,239560,0
492,89542,0
493,250683,1
494,228234,1
495,363125,0
496,275667,1
497,256940,1
498,64571,0
499,486318,0
500,483179,1
501,589129,0
502,223682,1
503,553482,0
504,484597,1
505,218004,1
506,507743,1
507,84459,1
508,23670,0
509,274436,1
510,231076,0
511,492450,1
512,151774,0
513,335097,0
514,485291,0
515,73110,0
516,146354,0
517,257621,1
518,471369,1
519,488910,1
520,375720,0
521,85862,0
522,32315,1
523,212556,1
524,281009,0
525,504278,0
526,460884,0
527,251149,0
528,223737,1
529,375836,1
530,503832,0
531,21751,1
532,321051,0
533,248631,1
534,217114,1
535,247600,1
536,217378,1
537,94884,0
538,257732,1
539,267578,1
540,158800,0
541,212862,1
542,21096,1
543,483911,0
544,255977,1
545,284096,0
546,225037,1
547,67539,0
548,46986,1
549,3389,1
550,217595,1
551,211405,1
552,19612,0
553,225650,1
554,280113,1
555,450632,0
556,270512,1
557,389155,0
558,364496,0
559,223250,1
560,94517,0
561,492201,1
562,494276,1
563,214138,1
564,485014,0
565,19334,1
566,344601,1
567,223799,1
568,22747,0
569,218940,0
570,222103,1
571,307842,0
572,19070,0
573,488630,0
574,275926,1
575,20947,1
576,270648,1
577,414454,0
578,152341,0
579,262890,1
580,216494,1
581,227910,1
582,204628,0
583,249220,1
584,481959,0
585,115948,0
586,486275,0
587,149132,0
588,253824,1
589,493820,0
590,277737,1
591,450656,0
592,20582,1
593,216617,1
594,481915,0
595,258953,1
596,96514,0
597,277778,0
598,147902,0
599,247613,1
600,304303,0
601,321647,0
602,188434,0
603,351130,0
604,77281,0
605,503492,0
606,275249,0
607,119749,0
608,296763,1
609,213828,1
610,393219,1
611,228056,1
612,165536,0
613,276287,1
614,331246,0
615,461427,0
616,225318,1
617,263549,1
618,257120,1
619,222552,1
620,228275,0
621,409796,0
622,229576,0
